Employee_ID,Risk_Score,Should_Target,Primary_Concern,Outreach_Category,Issue_Count,Issues,Avg_Vibe_Score,Recent_Vibe_Trend,Low_Mood_Flag,Negative_Trend_Flag,Avg_Work_Hours,Max_Work_Hours,Overworked_Flag,Total_Leave_Days,Insufficient_Leave_Flag,Performance_Rating,Has_Improvement_Feedback,Performance_Concern_Flag,Reward_Points,Award_Count,Recognition_Concern_Flag,Joining_Date,Mentor_Assigned,Initial_Training_Completed,Onboarding_Concern_Flag
EMP0442,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,7.2,7.2,False,8.0,False,1.0,True,True,274.0,2.0,False,2023-12-22,False,True,True
EMP0440,4,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Performance concerns: Low rating or improvement needed,3.6666666666666665,0.0,False,False,9.03,9.03,True,13.0,False,4.0,True,True,33.0,1.0,False,,,,False
EMP0437,4,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Needs break: Low leave utilization,2.0,0.0,True,False,,,False,4.0,True,,,False,39.0,1.0,False,,,,False
EMP0063,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,,,False,,False,2.0,True,True,259.0,1.0,False,2024-03-09,True,False,True
EMP0048,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.6666666666666665,0.0,False,False,7.695,8.7,False,,False,2.0,True,True,,,False,2023-07-07,False,False,True
EMP0039,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,,,False,18.0,False,2.0,False,True,435.0,1.0,False,2023-02-25,True,False,True
EMP0041,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.6666666666666665,0.0,False,False,6.886666666666667,9.1,False,,False,3.0,True,True,429.0,1.0,False,2023-10-22,True,False,True
EMP0046,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",4.0,0.0,False,False,,,False,,False,2.0,False,True,317.0,1.0,False,2023-03-12,True,False,True
EMP0035,4,True,Overworked: High average working hours,workload,2,"Overworked: High average working hours; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,9.99,9.99,True,,False,3.0,False,False,,,False,2023-08-04,False,False,True
EMP0445,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.6666666666666665,0.0,False,False,5.8,7.06,False,8.0,False,1.0,False,True,92.0,1.0,False,2023-03-20,False,True,True
EMP0036,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.5,0.0,False,False,,,False,22.0,False,2.0,True,True,623.0,3.0,False,2023-02-27,True,False,True
EMP0476,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,7.0,False,4.0,True,True,,,False,2023-03-08,False,False,True
EMP0475,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,,,False,13.0,False,2.0,False,True,,,False,2024-04-30,True,False,True
EMP0474,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,,,False,9.0,False,2.0,False,True,,,False,2023-06-14,False,False,True
EMP0470,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,8.88,8.88,False,,False,2.0,False,True,413.0,1.0,False,2023-03-24,False,True,True
EMP0027,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,4.94,4.94,False,13.0,False,1.0,False,True,,,False,2023-05-17,True,False,True
EMP0023,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.0,0.0,False,False,4.92,4.92,False,,False,2.0,False,True,,,False,2024-02-28,True,False,True
EMP0022,4,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Performance concerns: Low rating or improvement needed,5.0,0.0,False,False,9.92,9.92,True,12.0,False,4.0,True,True,29.0,1.0,False,,,,False
EMP0460,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,14.0,False,2.0,True,True,578.0,2.0,False,2023-07-28,True,False,True
EMP0457,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,4.28,4.28,False,,False,1.0,True,True,274.0,1.0,False,2024-01-20,False,True,True
EMP0298,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,5.8,5.8,False,,False,1.0,True,True,132.0,1.0,False,2024-04-14,True,False,True
EMP0309,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,7.78,7.78,False,19.0,False,4.0,True,True,925.0,3.0,False,2023-06-01,True,False,True
EMP0305,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,5.27,5.27,False,,False,2.0,False,True,809.0,4.0,False,2023-12-12,True,False,True
EMP0303,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,8.37,8.37,False,22.0,False,2.0,False,True,397.0,2.0,False,2023-04-13,False,False,True
EMP0116,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,8.87,8.87,False,,False,1.0,True,True,,,False,2023-10-16,False,False,True
EMP0117,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,,False,2.0,True,True,,,False,2024-01-19,False,True,True
EMP0312,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,5.994999999999999,7.02,False,10.0,False,1.0,False,True,,,False,2023-11-20,False,True,True
EMP0108,4,True,Overworked: High average working hours,workload,2,"Overworked: High average working hours; Onboarding concerns: Issues with training, mentorship, or feedback",4.5,0.0,False,False,9.58,9.58,True,5.0,False,4.0,False,False,309.0,1.0,False,2023-05-13,False,True,True
EMP0097,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.0,0.0,False,False,8.33,9.66,False,,False,1.0,False,True,,,False,2023-11-27,False,False,True
EMP0100,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,8.0,False,2.0,False,True,856.0,2.0,False,2023-08-02,False,False,True
EMP0101,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",4.0,0.0,False,False,8.58,8.58,False,21.0,False,2.0,True,True,,,False,2024-03-29,False,False,True
EMP0334,4,True,Declining mood: Recent vibe scores are lower than average,emotional_wellbeing,2,Declining mood: Recent vibe scores are lower than average; Performance concerns: Low rating or improvement needed,4.25,-0.25,False,True,8.275,8.99,False,,False,2.0,False,True,467.0,2.0,False,,,,False
EMP0326,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",4.0,0.0,False,False,8.27,8.27,False,,False,2.0,False,True,,,False,2023-09-30,True,False,True
EMP0323,4,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Needs break: Low leave utilization,1.0,0.0,True,False,8.26,8.26,False,4.0,True,,,False,74.0,1.0,False,2023-12-04,True,True,False
EMP0128,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,,,False,23.0,False,3.0,True,True,197.0,1.0,False,2024-03-31,True,False,True
EMP0126,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,4.52,4.75,False,,False,1.0,True,True,304.0,2.0,False,2024-03-16,False,False,True
EMP0104,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,7.03,7.03,False,12.0,False,2.0,True,True,,,False,2023-09-21,False,True,True
EMP0370,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,14.0,False,2.0,False,True,71.0,1.0,False,2024-05-14,False,True,True
EMP0389,4,True,Declining mood: Recent vibe scores are lower than average,emotional_wellbeing,2,Declining mood: Recent vibe scores are lower than average; Performance concerns: Low rating or improvement needed,3.0,-0.3333333333333335,False,True,,,False,16.0,False,3.0,True,True,568.0,2.0,False,,,,False
EMP0398,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,,False,2.0,False,True,157.0,1.0,False,2024-05-06,True,False,True
EMP0407,4,True,Overworked: High average working hours,workload,2,"Overworked: High average working hours; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,9.15,9.15,True,,False,,,False,,,False,2024-05-12,False,False,True
EMP0396,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",4.0,0.0,False,False,4.06,4.06,False,,False,1.0,True,True,,,False,2023-07-24,True,False,True
EMP0075,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,,False,1.0,False,True,285.0,1.0,False,2023-08-01,False,True,True
EMP0380,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.0,0.0,False,False,7.303333333333334,8.59,False,,False,2.0,False,True,,,False,2023-08-13,False,False,True
EMP0366,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,7.36,7.36,False,,False,3.0,True,True,,,False,2023-12-06,False,False,True
EMP0355,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.5,0.0,False,False,6.43,6.43,False,5.0,False,2.0,True,True,264.0,1.0,False,2023-01-07,False,False,True
EMP0372,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,8.56,8.56,False,,False,1.0,False,True,54.0,1.0,False,2023-05-18,False,False,True
EMP0376,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,7.0,False,1.0,True,True,316.0,2.0,False,2023-08-20,False,True,True
EMP0345,4,True,Overworked: High average working hours,workload,2,"Overworked: High average working hours; Onboarding concerns: Issues with training, mentorship, or feedback",3.5,0.0,False,False,9.72,9.72,True,17.0,False,4.0,False,False,227.0,1.0,False,2023-06-16,True,False,True
EMP0110,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",4.0,0.0,False,False,6.67,6.67,False,10.0,False,4.0,True,True,,,False,2024-04-03,False,False,True
EMP0340,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",4.0,0.0,False,False,4.45,4.45,False,,False,4.0,True,True,452.0,1.0,False,2023-01-27,False,False,True
EMP0290,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",4.0,0.0,False,False,8.69,8.69,False,7.0,False,1.0,True,True,,,False,2024-04-04,False,False,True
EMP0247,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",4.25,0.08333333333333304,False,False,,,False,5.0,False,1.0,True,True,231.0,2.0,False,2023-10-15,False,False,True
EMP0243,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,,False,2.0,False,True,36.0,1.0,False,2023-11-08,False,True,True
EMP0260,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,7.765000000000001,9.09,False,,False,4.0,True,True,193.0,3.0,False,2023-01-18,False,False,True
EMP0279,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,5.996666666666666,6.25,False,,False,1.0,True,True,443.0,1.0,False,2024-03-14,False,True,True
EMP0282,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,15.0,False,4.0,True,True,496.0,1.0,False,2024-02-26,True,False,True
EMP0275,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,,False,1.0,True,True,272.0,1.0,False,2023-11-23,False,False,True
EMP0294,4,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Needs break: Low leave utilization,2.0,0.0,True,False,,,False,1.0,True,,,False,1088.0,3.0,False,,,,False
EMP0295,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,8.86,8.86,False,14.0,False,2.0,False,True,,,False,2023-06-17,False,False,True
EMP0139,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.0,0.0,False,False,,,False,,False,1.0,False,True,395.0,1.0,False,2024-01-16,True,False,True
EMP0141,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,5.46,6.12,False,11.0,False,1.0,False,True,,,False,2024-04-12,False,False,True
EMP0142,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,7.3933333333333335,9.21,False,14.0,False,2.0,False,True,66.0,1.0,False,2023-12-23,False,True,True
EMP0292,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,7.635,8.19,False,,False,3.0,True,True,157.0,1.0,False,2023-02-07,False,False,True
EMP0131,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,7.175,8.52,False,12.0,False,1.0,False,True,181.0,1.0,False,2023-11-05,False,False,True
EMP0135,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.0,0.0,False,False,5.86,5.86,False,,False,1.0,False,True,126.0,1.0,False,2023-12-08,True,False,True
EMP0152,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,6.65,6.65,False,6.0,False,4.0,True,True,457.0,1.0,False,2024-03-12,True,False,True
EMP0224,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,5.88,5.88,False,,False,1.0,False,True,401.0,2.0,False,2023-12-21,False,True,True
EMP0223,4,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Performance concerns: Low rating or improvement needed,,,False,False,9.62,9.62,True,11.0,False,2.0,False,True,433.0,2.0,False,2023-07-11,True,True,False
EMP0210,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",4.5,0.0,False,False,6.23,7.13,False,,False,3.0,True,True,183.0,1.0,False,2024-02-08,True,False,True
EMP0228,4,True,Overworked: High average working hours,workload,2,"Overworked: High average working hours; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,9.350000000000001,9.65,True,14.0,False,3.0,False,False,729.0,3.0,False,2023-02-05,False,False,True
EMP0164,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.5,0.0,False,False,,,False,14.0,False,1.0,False,True,428.0,2.0,False,2024-02-05,False,False,True
EMP0167,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,,,False,,False,2.0,False,True,,,False,2023-06-11,False,True,True
EMP0233,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,6.68,6.68,False,6.0,False,1.0,True,True,831.0,2.0,False,2023-11-16,False,True,True
EMP0178,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,6.79,6.79,False,,False,2.0,False,True,,,False,2024-03-24,False,False,True
EMP0207,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,6.596666666666667,7.37,False,8.0,False,4.0,True,True,288.0,1.0,False,2023-09-26,True,False,True
EMP0489,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,7.18,7.18,False,,False,1.0,True,True,353.0,1.0,False,2024-03-25,False,False,True
EMP0494,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,23.0,False,1.0,True,True,,,False,2024-03-03,False,True,True
EMP0202,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.5,0.0,False,False,5.119999999999999,5.64,False,8.0,False,2.0,True,True,573.0,2.0,False,2023-07-23,False,False,True
EMP0495,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,5.21,5.21,False,19.0,False,4.0,True,True,450.0,2.0,False,2023-09-15,False,False,True
EMP0484,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,6.83,7.87,False,17.0,False,2.0,False,True,398.0,1.0,False,2023-05-16,False,True,True
EMP0010,4,True,Overworked: High average working hours,workload,2,"Overworked: High average working hours; Onboarding concerns: Issues with training, mentorship, or feedback",4.0,0.0,False,False,9.36,9.91,True,12.0,False,4.0,False,False,,,False,2023-11-14,False,True,True
EMP0009,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",4.0,0.0,False,False,8.14,9.06,False,14.0,False,1.0,False,True,661.0,4.0,False,2023-08-31,True,False,True
EMP0006,4,True,Performance concerns: Low rating or improvement needed,performance,2,"Performance concerns: Low rating or improvement needed; Onboarding concerns: Issues with training, mentorship, or feedback",3.0,0.0,False,False,6.195,6.89,False,,False,1.0,False,True,,,False,2024-01-22,False,False,True
EMP0064,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,,,False,False,4.4,4.4,False,3.0,True,2.0,True,True,233.0,1.0,False,,,,False
EMP0058,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,4.0,0.0,False,False,6.15,8.65,False,4.0,True,1.0,False,True,203.0,1.0,False,,,,False
EMP0195,3,True,Needs break: Low leave utilization,onboarding,2,"Needs break: Low leave utilization; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,1.0,True,,,False,,,False,2023-10-29,True,False,True
EMP0497,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,,,False,,False,,,False,,,False,,,,False
EMP0424,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,7.975,9.78,False,9.0,False,,,False,,,False,,,,False
EMP0072,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,6.09,6.09,False,,False,,,False,380.0,1.0,False,,,,False
EMP0093,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,,,False,False,,,False,2.0,True,1.0,False,True,449.0,1.0,False,2023-07-04,True,True,False
EMP0087,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,,,False,14.0,False,4.0,False,False,418.0,2.0,False,,,,False
EMP0082,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,4.07,4.07,False,5.0,False,,,False,,,False,,,,False
EMP0362,3,True,Needs break: Low leave utilization,onboarding,2,"Needs break: Low leave utilization; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,8.92,9.15,False,4.0,True,4.0,False,False,105.0,1.0,False,2023-08-27,False,False,True
EMP0350,3,True,Needs break: Low leave utilization,onboarding,2,"Needs break: Low leave utilization; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,7.14,7.14,False,3.0,True,4.0,False,False,47.0,1.0,False,2024-01-28,False,True,True
EMP0348,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,6.44,6.44,False,,False,3.0,False,False,,,False,2023-02-26,True,True,False
EMP0341,3,True,Needs break: Low leave utilization,onboarding,2,"Needs break: Low leave utilization; Onboarding concerns: Issues with training, mentorship, or feedback",4.0,0.0,False,False,5.630000000000001,6.32,False,3.0,True,,,False,,,False,2024-02-04,True,False,True
EMP0102,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,4.895,5.15,False,,False,,,False,693.0,2.0,False,,,,False
EMP0331,3,True,Needs break: Low leave utilization,onboarding,2,"Needs break: Low leave utilization; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,8.88,8.88,False,2.0,True,,,False,,,False,2023-12-27,False,False,True
EMP0322,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,3.0,0.0,False,False,,,False,4.0,True,3.0,True,True,352.0,1.0,False,2024-04-08,True,True,False
EMP0314,3,True,Needs break: Low leave utilization,onboarding,2,"Needs break: Low leave utilization; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,1.0,True,,,False,32.0,1.0,False,2023-01-31,False,True,True
EMP0313,3,True,Needs break: Low leave utilization,onboarding,2,"Needs break: Low leave utilization; Onboarding concerns: Issues with training, mentorship, or feedback",,,False,False,,,False,3.0,True,,,False,213.0,1.0,False,2023-04-14,False,True,True
EMP0299,3,True,Needs break: Low leave utilization,onboarding,2,"Needs break: Low leave utilization; Onboarding concerns: Issues with training, mentorship, or feedback",4.333333333333333,0.0,False,False,,,False,4.0,True,,,False,646.0,2.0,False,2023-12-29,True,False,True
EMP0297,3,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Needs break: Low leave utilization,4.0,0.0,False,False,9.95,9.95,True,3.0,True,,,False,,,False,,,,False
EMP0193,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,5.0,0.0,False,False,,,False,3.0,True,3.0,True,True,878.0,4.0,False,2023-05-08,True,True,False
EMP0147,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,,,False,False,,,False,1.0,True,2.0,False,True,,,False,,,,False
EMP0146,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,7.62,7.62,False,9.0,False,,,False,,,False,,,,False
EMP0289,3,True,Needs break: Low leave utilization,onboarding,2,"Needs break: Low leave utilization; Onboarding concerns: Issues with training, mentorship, or feedback",5.0,0.0,False,False,5.66,5.66,False,1.0,True,,,False,,,False,2023-06-05,False,True,True
EMP0281,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.5,0.0,True,False,,,False,,False,,,False,620.0,2.0,False,,,,False
EMP0273,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,,,False,,False,3.0,False,False,534.0,2.0,False,2023-09-01,True,True,False
EMP0261,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,,,False,8.0,False,3.0,False,False,,,False,,,,False
EMP0251,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.5,0.0,True,False,6.523333333333333,8.29,False,12.0,False,,,False,128.0,2.0,False,2023-07-09,True,True,False
EMP0248,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,7.5649999999999995,8.87,False,,False,,,False,,,False,2023-11-30,True,True,False
